11035	8.53333	-76.95	Mar Caribe
11209	2.96694	-78.1836	Emergido
11212	2.96694	-78.1836	Emergido
11214	2.96694	-78.1836	Emergido
11216	2.96694	-78.1836	Emergido
11218	2.96694	-78.1836	Emergido
11220	2.96694	-78.1836	Emergido
11279	2.96667	-78.1833	Emergido
11310	2.96694	-78.1836	Emergido
11314	2.96694	-78.1836	Emergido
11316	2.96694	-78.1836	Emergido
11318	2.96694	-78.1836	Emergido
11319	2.96694	-78.1836	Emergido
11320	2.96694	-78.1836	Emergido
11322	2.96694	-78.1836	Emergido
11323	2.96694	-78.1836	Emergido
11324	2.96694	-78.1836	Emergido
11326	2.96694	-78.1836	Emergido
11328	2.96694	-78.1836	Emergido
11332	2.96694	-78.1836	Emergido
11334	2.96694	-78.1836	Emergido
11336	2.96694	-78.1836	Emergido
11338	2.96694	-78.1836	Emergido
11340	2.96694	-78.1836	Emergido
11342	2.96694	-78.1836	Emergido
11344	2.96694	-78.1836	Emergido
11346	2.96694	-78.1836	Emergido
11354	2.96694	-78.1836	Emergido
11356	2.96694	-78.1836	Emergido
11360	2.96694	-78.1836	Emergido
11362	2.96694	-78.1836	Emergido
11364	2.96694	-78.1836	Emergido
11468	2.96667	-78.1833	Emergido
11470	2.96667	-78.1833	Emergido
11472	2.96667	-78.1833	Emergido
11478	2.96667	-78.1833	Emergido
11489	2.96667	-78.1833	Emergido
11502	2.96667	-78.1833	Emergido
11504	2.96667	-78.1833	Emergido
11527	2.96667	-78.1833	Emergido
11530	2.96667	-78.1833	Emergido
11532	2.96667	-78.1833	Emergido
11533	2.96667	-78.1833	Emergido
11537	2.96667	-78.1833	Emergido
11539	2.96667	-78.1833	Emergido
11541	2.96667	-78.1833	Emergido
11543	2.96667	-78.1833	Emergido
11550	2.96667	-78.1833	Emergido
11552	2.96667	-78.1833	Emergido
11563	2.96667	-78.1833	Emergido
11565	2.96667	-78.1833	Emergido
11567	2.96667	-78.1833	Emergido
11568	2.96667	-78.1833	Emergido
11570	2.96667	-78.1833	Emergido
11572	2.96667	-78.1833	Emergido
11574	2.96667	-78.1833	Emergido
11576	2.96667	-78.1833	Emergido
11592	2.96667	-78.1833	Emergido
11594	2.96667	-78.1833	Emergido
11595	2.96667	-78.1833	Emergido
11597	2.96667	-78.1833	Emergido
11599	2.96667	-78.1833	Emergido
11601	2.96667	-78.1833	Emergido
11773	2.96667	-78.1833	Emergido
11774	2.96667	-78.1833	Emergido
11776	2.96667	-78.1833	Emergido
11778	2.96667	-78.1833	Emergido
11780	2.96667	-78.1833	Emergido
11799	2.96667	-78.1833	Emergido
11808	2.96667	-78.1833	Emergido
11816	2.96667	-78.1833	Emergido
11828	2.96667	-78.1833	Emergido
11844	2.96667	-78.1833	Emergido
11858	2.96667	-78.1833	Emergido
11870	2.96667	-78.1833	Emergido
11884	2.96667	-78.1833	Emergido
11886	2.96667	-78.1833	Emergido
11888	2.96667	-78.1833	Emergido
11890	2.96667	-78.1833	Emergido
11892	2.96667	-78.1833	Emergido
11894	2.96667	-78.1833	Emergido
11939	2.96667	-78.1833	Emergido
12075	2.96667	-78.1833	Emergido
12866	2.96667	-78.1833	Emergido
12867	2.96667	-78.1833	Emergido
13874	2.96694	-78.1836	Emergido
13875	2.96694	-78.1836	Emergido
13876	2.96694	-78.1836	Emergido
13877	2.96694	-78.1836	Emergido
13878	2.96694	-78.1836	Emergido
13879	2.96694	-78.1836	Emergido
13880	2.96694	-78.1836	Emergido
13882	2.96694	-78.1836	Emergido
13883	2.96694	-78.1836	Emergido
13884	2.96694	-78.1836	Emergido
13885	2.96694	-78.1836	Emergido
13886	2.96667	-78.1833	Emergido
13887	2.96667	-78.1833	Emergido
13888	2.96667	-78.1833	Emergido
13889	2.96667	-78.1833	Emergido
13890	2.96667	-78.1833	Emergido
13891	2.96667	-78.1833	Emergido
13893	2.96667	-78.1833	Emergido
13894	2.96667	-78.1833	Emergido
13895	2.96667	-78.1833	Emergido
13896	2.96667	-78.1833	Emergido
13897	2.96667	-78.1833	Emergido
13898	2.96667	-78.1833	Emergido
13899	2.96667	-78.1833	Emergido
13900	2.96667	-78.1833	Emergido
13901	2.96667	-78.1833	Emergido
13902	2.96667	-78.1833	Emergido
13905	2.96667	-78.1833	Emergido
14190	2.96667	-78.2167	Oceano Pacifico
14197	2.96667	-78.1833	Emergido
14198	2.96667	-78.1833	Emergido
14199	2.96667	-78.1833	Emergido
14200	2.96667	-78.1833	Emergido
22295	5.96667	-77.35	Oceano Pacifico
22296	5.96667	-77.35	Oceano Pacifico
23343	2.96667	-78.1833	Emergido
23422	11.8333	-73.8	Mar Caribe
25072	2.96667	-78.1833	Emergido
25083	2.96667	-78.1833	Emergido
25093	2.96667	-78.1833	Emergido
25096	2.96667	-78.1833	Emergido
25099	2.96667	-78.1833	Emergido
25101	2.96667	-78.1833	Emergido
25104	2.96667	-78.1833	Emergido
25106	2.96667	-78.1833	Emergido
25108	2.96667	-78.1833	Emergido
25110	2.96667	-78.1833	Emergido
25112	2.96667	-78.1833	Emergido
25113	2.96667	-78.1833	Emergido
25114	2.96667	-78.1833	Emergido
25116	2.96667	-78.1833	Emergido
25118	2.96667	-78.1833	Emergido
25121	2.96667	-78.1833	Emergido
25124	2.96667	-78.1833	Emergido
25127	2.96667	-78.1833	Emergido
25129	2.96667	-78.1833	Emergido
25131	2.96667	-78.1833	Emergido
25132	2.96667	-78.1833	Emergido
25134	2.96667	-78.1833	Emergido
25136	2.96667	-78.1833	Emergido
25139	2.96667	-78.1833	Emergido
25141	2.96667	-78.1833	Emergido
25143	2.96667	-78.1833	Emergido
25145	2.96667	-78.1833	Emergido
25148	2.96667	-78.1833	Emergido
25150	2.96667	-78.1833	Emergido
25152	2.96667	-78.1833	Emergido
25154	2.96667	-78.1833	Emergido
25156	2.96667	-78.1833	Emergido
25157	2.96667	-78.1833	Emergido
25158	2.96667	-78.1833	Emergido
26764	2.96667	-78.1833	Emergido
26766	2.96667	-78.1833	Emergido
26767	2.96667	-78.1833	Emergido
26770	2.96667	-78.1833	Emergido
26773	2.96667	-78.1833	Emergido
26776	2.96667	-78.1833	Emergido
26778	2.96667	-78.1833	Emergido
26781	2.96667	-78.1833	Emergido
26782	2.96667	-78.1833	Emergido
26783	2.96667	-78.1833	Emergido
26787	2.96667	-78.1833	Emergido
26789	2.96667	-78.1833	Emergido
26791	2.96667	-78.1833	Emergido
26793	2.96667	-78.1833	Emergido
26795	2.96667	-78.1833	Emergido
26797	2.96667	-78.1833	Emergido
26799	2.96667	-78.1833	Emergido
26800	2.96667	-78.1833	Emergido
26801	2.96667	-78.1833	Emergido
26802	2.96667	-78.1833	Emergido
26803	2.96667	-78.1833	Emergido
26804	2.96667	-78.1833	Emergido
26806	2.96667	-78.1833	Emergido
26809	2.96667	-78.1833	Emergido
26840	2.96667	-78.1833	Emergido
26860	2.96667	-78.1833	Emergido
26865	2.96667	-78.1833	Emergido
26870	2.96667	-78.1833	Emergido
26875	2.96667	-78.1833	Emergido
26880	2.96667	-78.1833	Emergido
26908	2.96667	-78.1833	Emergido
26910	2.96667	-78.1833	Emergido
26915	2.96667	-78.1833	Emergido
26919	2.96667	-78.1833	Emergido
26922	2.96667	-78.1833	Emergido
26923	2.96667	-78.1833	Emergido
26928	2.96667	-78.1833	Emergido
26934	2.96667	-78.1833	Emergido
26940	2.96667	-78.1833	Emergido
26942	2.96667	-78.1833	Emergido
26948	2.96667	-78.1833	Emergido
26964	2.96667	-78.1833	Emergido
26968	2.96667	-78.1833	Emergido
26972	2.96667	-78.1833	Emergido
26975	2.96667	-78.1833	Emergido
26977	2.96667	-78.1833	Emergido
26980	2.96667	-78.1833	Emergido
26983	2.96667	-78.1833	Emergido
26986	2.96667	-78.1833	Emergido
26991	2.96667	-78.1833	Emergido
27004	2.96667	-78.1833	Emergido
27025	2.96667	-78.1833	Emergido
27027	2.96667	-78.1833	Emergido
27029	2.96667	-78.1833	Emergido
27031	2.96667	-78.1833	Emergido
27034	2.96667	-78.1833	Emergido
27038	2.96667	-78.1833	Emergido
27041	2.96667	-78.1833	Emergido
27043	2.96667	-78.1833	Emergido
27045	2.96667	-78.1833	Emergido
27047	2.96667	-78.1833	Emergido
27049	2.96667	-78.1833	Emergido
27051	2.96667	-78.1833	Emergido
27055	2.96667	-78.1833	Emergido
27059	2.96667	-78.1833	Emergido
27074	2.96667	-78.1833	Emergido
27088	2.96667	-78.1833	Emergido
27092	2.96667	-78.1833	Emergido
27097	2.96667	-78.1833	Emergido
27114	2.96667	-78.1833	Emergido
27115	2.96667	-78.1833	Emergido
27118	2.96667	-78.1833	Emergido
27121	2.96667	-78.1833	Emergido
27124	2.96667	-78.1833	Emergido
27126	2.96667	-78.1833	Emergido
27131	2.96667	-78.1833	Emergido
27135	2.96667	-78.1833	Emergido
27139	2.96667	-78.1833	Emergido
27149	2.96667	-78.1833	Emergido
27151	2.96667	-78.1833	Emergido
27154	2.96667	-78.1833	Emergido
27159	2.96667	-78.1833	Emergido
27162	2.96667	-78.1833	Emergido
27173	2.96667	-78.1833	Emergido
27174	2.96667	-78.1833	Emergido
27175	2.96667	-78.1833	Emergido
27179	2.96667	-78.1833	Emergido
27186	2.96667	-78.1833	Emergido
27190	2.96667	-78.1833	Emergido
27194	2.96667	-78.1833	Emergido
27203	2.96667	-78.1833	Emergido
27212	2.96667	-78.1833	Emergido
27213	2.96667	-78.1833	Emergido
27214	2.96667	-78.1833	Emergido
27216	2.96667	-78.1833	Emergido
27217	2.96667	-78.1833	Emergido
27218	2.96667	-78.1833	Emergido
27221	2.96667	-78.1833	Emergido
27225	2.96667	-78.1833	Emergido
27227	2.96667	-78.1833	Emergido
27229	2.96667	-78.1833	Emergido
27231	2.96667	-78.1833	Emergido
27234	2.96667	-78.1833	Emergido
27237	2.96667	-78.1833	Emergido
27239	2.96667	-78.1833	Emergido
27241	2.96667	-78.1833	Emergido
27242	2.96667	-78.1833	Emergido
27244	2.96667	-78.1833	Emergido
27246	2.96667	-78.1833	Emergido
27248	2.96667	-78.1833	Emergido
27252	2.96667	-78.1833	Emergido
27256	2.96667	-78.1833	Emergido
